tdays,Angledeg
  6160.0 ,  6143.39
  6170.0 ,  6153.17
  6180.0 ,  6162.89
  6190.0 ,  6172.57
  6200.0 ,  6182.20
  6210.0 ,  6191.80
  6220.0 ,  6201.37
  6230.0 ,  6210.92
  6240.0 ,  6220.46
  6250.0 ,  6229.99
  6260.0 ,  6239.53
  6270.0 ,  6249.09
  6280.0 ,  6258.67
  6290.0 ,  6268.28
  6300.0 ,  6277.93
  6310.0 ,  6287.62
  6320.0 ,  6297.36
  6330.0 ,  6307.16
  6340.0 ,  6317.01
  6350.0 ,  6326.92
  6360.0 ,  6336.89
  6370.0 ,  6346.90
  6380.0 ,  6356.97
  6390.0 ,  6367.08
  6400.0 ,  6377.22
  6410.0 ,  6387.38
  6420.0 ,  6397.57
  6430.0 ,  6407.76
  6440.0 ,  6417.95
  6450.0 ,  6428.12
  6460.0 ,  6438.27
  6470.0 ,  6448.39
  6480.0 ,  6458.46
  6490.0 ,  6468.48
  6500.0 ,  6478.46
  6510.0 ,  6488.38
  6520.0 ,  6498.24
  6530.0 ,  6508.05
  6540.0 ,  6517.80
  6550.0 ,  6527.50
  6560.0 ,  6537.16
  6570.0 ,  6546.78
  6580.0 ,  6556.36
  6590.0 ,  6565.92
  6600.0 ,  6575.46
  6610.0 ,  6584.99
  6620.0 ,  6594.53
  6630.0 ,  6604.08
  6640.0 ,  6613.64
  6650.0 ,  6623.24
  6660.0 ,  6632.86
  6670.0 ,  6642.53
  6680.0 ,  6652.25
  6690.0 ,  6662.02
  6700.0 ,  6671.84
  6710.0 ,  6681.72
  6720.0 ,  6691.65
  6730.0 ,  6701.64
  6740.0 ,  6711.68
  6750.0 ,  6721.77
  6760.0 ,  6731.89
  6770.0 ,  6742.05
  6780.0 ,  6752.23
  6790.0 ,  6762.42
  6800.0 ,  6772.61
  6810.0 ,  6782.79
  6820.0 ,  6792.95
  6830.0 ,  6803.09
  6840.0 ,  6813.19
  6850.0 ,  6823.24
  6860.0 ,  6833.24
  6870.0 ,  6843.19
  6880.0 ,  6853.08
  6890.0 ,  6862.92
  6900.0 ,  6872.70
  6910.0 ,  6882.42
  6920.0 ,  6892.11
  6930.0 ,  6901.74
  6940.0 ,  6911.34
  6950.0 ,  6920.91
  6960.0 ,  6930.46
  6970.0 ,  6940.00
  6980.0 ,  6949.54
  6990.0 ,  6959.07
  7000.0 ,  6968.63
  7010.0 ,  6978.21
  7020.0 ,  6987.81
  7030.0 ,  6997.46
  7040.0 ,  7007.15
  7050.0 ,  7016.89
  7060.0 ,  7026.68
  7070.0 ,  7036.53
  7080.0 ,  7046.43
  7090.0 ,  7056.39
  7100.0 ,  7066.41
  7110.0 ,  7076.47
  7120.0 ,  7086.58
  7130.0 ,  7096.72
  7140.0 ,  7106.89
  7150.0 ,  7117.07
  7160.0 ,  7127.27
  7170.0 ,  7137.45
  7180.0 ,  7147.63
  7190.0 ,  7157.78
  7200.0 ,  7167.89
  7210.0 ,  7177.97
  7220.0 ,  7188.00
  7230.0 ,  7197.98
  7240.0 ,  7207.90
  7250.0 ,  7217.77
  7260.0 ,  7227.57
  7270.0 ,  7237.33
  7280.0 ,  7247.03
  7290.0 ,  7256.69
  7300.0 ,  7266.31
  7310.0 ,  7275.89
  7320.0 ,  7285.45
  7330.0 ,  7295.00
  7340.0 ,  7304.53
  7350.0 ,  7314.07
  7360.0 ,  7323.62
  7370.0 ,  7333.18
  7380.0 ,  7342.77
  7390.0 ,  7352.40
  7400.0 ,  7362.06
  7410.0 ,  7371.77
  7420.0 ,  7381.54
  7430.0 ,  7391.36
  7440.0 ,  7401.24
  7450.0 ,  7411.17
  7460.0 ,  7421.16
  7470.0 ,  7431.19
  7480.0 ,  7441.28
  7490.0 ,  7451.40
  7500.0 ,  7461.56
  7510.0 ,  7471.74
  7520.0 ,  7481.93
  7530.0 ,  7492.12
  7540.0 ,  7502.30
  7550.0 ,  7512.46
  7560.0 ,  7522.60
  7570.0 ,  7532.70
  7580.0 ,  7542.75
  7590.0 ,  7552.75
  7600.0 ,  7562.70
  7610.0 ,  7572.60
  7620.0 ,  7582.43
  7630.0 ,  7592.22
  7640.0 ,  7601.95
  7650.0 ,  7611.63
  7660.0 ,  7621.27
  7670.0 ,  7630.87
  7680.0 ,  7640.44
  7690.0 ,  7649.99
  7700.0 ,  7659.53
  7710.0 ,  7669.07
  7720.0 ,  7678.61
  7730.0 ,  7688.16
  7740.0 ,  7697.74
  7750.0 ,  7707.35
  7760.0 ,  7716.99
  7770.0 ,  7726.68
  7780.0 ,  7736.42
  7790.0 ,  7746.21
  7800.0 ,  7756.05
  7810.0 ,  7765.96
  7820.0 ,  7775.91
  7830.0 ,  7785.93
  7840.0 ,  7795.99
