tdays,Angledeg
  8060.0 ,   314.66
  8070.0 ,   315.86
  8080.0 ,   317.05
  8090.0 ,   318.23
  8100.0 ,   319.38
  8110.0 ,   320.46
  8120.0 ,   321.48
  8130.0 ,   322.41
  8140.0 ,   323.23
  8150.0 ,   323.92
  8160.0 ,   324.49
  8170.0 ,   324.90
  8180.0 ,   325.16
  8190.0 ,   325.26
  8200.0 ,   325.19
  8210.0 ,   324.96
  8220.0 ,   324.59
  8230.0 ,   324.08
  8240.0 ,   323.46
  8250.0 ,   322.77
  8260.0 ,   322.03
  8270.0 ,   321.28
  8280.0 ,   320.57
  8290.0 ,   319.92
  8300.0 ,   319.38
  8310.0 ,   318.96
  8320.0 ,   318.70
  8330.0 ,   318.59
  8340.0 ,   318.66
  8350.0 ,   318.90
  8360.0 ,   319.30
  8370.0 ,   319.86
  8380.0 ,   320.56
  8390.0 ,   321.39
  8400.0 ,   322.33
  8410.0 ,   323.36
  8420.0 ,   324.47
  8430.0 ,   325.62
  8440.0 ,   326.82
  8450.0 ,   328.03
  8460.0 ,   329.23
  8470.0 ,   330.41
  8480.0 ,   331.55
  8490.0 ,   332.63
  8500.0 ,   333.63
  8510.0 ,   334.54
  8520.0 ,   335.34
  8530.0 ,   336.01
  8540.0 ,   336.54
  8550.0 ,   336.92
  8560.0 ,   337.15
  8570.0 ,   337.21
  8580.0 ,   337.10
  8590.0 ,   336.84
  8600.0 ,   336.43
  8610.0 ,   335.89
  8620.0 ,   335.25
  8630.0 ,   334.53
  8640.0 ,   333.78
  8650.0 ,   333.03
  8660.0 ,   332.33
  8670.0 ,   331.70
  8680.0 ,   331.18
  8690.0 ,   330.80
  8700.0 ,   330.58
  8710.0 ,   330.52
  8720.0 ,   330.64
  8730.0 ,   330.93
  8740.0 ,   331.38
  8750.0 ,   331.99
  8760.0 ,   332.74
  8770.0 ,   333.61
  8780.0 ,   334.59
  8790.0 ,   335.66
  8800.0 ,   336.79
  8810.0 ,   337.98
  8820.0 ,   339.19
  8830.0 ,   340.41
  8840.0 ,   341.62
  8850.0 ,   342.80
  8860.0 ,   343.94
  8870.0 ,   345.01
  8880.0 ,   346.00
  8890.0 ,   346.90
  8900.0 ,   347.68
  8910.0 ,   348.33
  8920.0 ,   348.84
  8930.0 ,   349.19
  8940.0 ,   349.39
  8950.0 ,   349.42
  8960.0 ,   349.28
  8970.0 ,   348.98
  8980.0 ,   348.54
  8990.0 ,   347.97
  9000.0 ,   347.30
  9010.0 ,   346.57
  9020.0 ,   345.81
  9030.0 ,   345.06
  9040.0 ,   344.36
  9050.0 ,   343.74
  9060.0 ,   343.25
  9070.0 ,   342.91
  9080.0 ,   342.72
  9090.0 ,   342.71
  9100.0 ,   342.88
  9110.0 ,   343.22
  9120.0 ,   343.72
  9130.0 ,   344.38
  9140.0 ,   345.18
  9150.0 ,   346.09
  9160.0 ,   347.11
  9170.0 ,   348.21
  9180.0 ,   349.37
  9190.0 ,   350.57
  9200.0 ,   351.80
  9210.0 ,   353.03
  9220.0 ,   354.25
  9230.0 ,   355.44
  9240.0 ,   356.58
  9250.0 ,   357.65
  9260.0 ,   358.63
  9270.0 ,   359.51
  9280.0 ,   360.28
  9290.0 ,   360.91
  9300.0 ,   361.40
  9310.0 ,   361.74
  9320.0 ,   361.91
  9330.0 ,   361.91
  9340.0 ,   361.74
  9350.0 ,   361.42
  9360.0 ,   360.95
  9370.0 ,   360.35
  9380.0 ,   359.66
  9390.0 ,   358.91
  9400.0 ,   358.13
  9410.0 ,   357.38
  9420.0 ,   356.69
  9430.0 ,   356.09
  9440.0 ,   355.63
  9450.0 ,   355.31
  9460.0 ,   355.17
  9470.0 ,   355.20
  9480.0 ,   355.41
  9490.0 ,   355.80
  9500.0 ,   356.35
  9510.0 ,   357.06
  9520.0 ,   357.89
  9530.0 ,   358.84
  9540.0 ,   359.89
  9550.0 ,   361.02
  9560.0 ,   362.21
  9570.0 ,   363.43
  9580.0 ,   364.68
  9590.0 ,   365.92
  9600.0 ,   367.15
  9610.0 ,   368.34
  9620.0 ,   369.48
  9630.0 ,   370.55
  9640.0 ,   371.53
  9650.0 ,   372.41
  9660.0 ,   373.16
